Topics,Alpha,Eta,Coherence
3,0.007,0.04,0.43548383288306186
3,0.007,0.05,0.45667991245760414
3,0.007,0.06,0.45025854799144877
3,0.007,0.07,0.45025854799144877
3,0.007,0.08,0.4386456806926389
3,0.007,0.09,0.4386456806926389
3,0.007,0.1,0.4348952832570164
3,0.008,0.01,0.3745057729078856
3,0.008,0.02,0.3783536603022772
3,0.008,0.03,0.43548383288306175
3,0.008,0.04,0.43548383288306186
3,0.008,0.05,0.45667991245760414
3,0.008,0.06,0.45025854799144877
3,0.008,0.07,0.45025854799144877
3,0.008,0.08,0.4386456806926389
3,0.008,0.09,0.4386456806926389
3,0.008,0.1,0.4348952832570164
3,0.009000000000000001,0.01,0.3745057729078856
3,0.009000000000000001,0.02,0.3783536603022772
3,0.009000000000000001,0.03,0.43548383288306175
3,0.009000000000000001,0.04,0.43548383288306186
3,0.009000000000000001,0.05,0.45667991245760414
3,0.009000000000000001,0.06,0.45025854799144877
3,0.009000000000000001,0.07,0.45025854799144877
3,0.009000000000000001,0.08,0.4386456806926389
3,0.009000000000000001,0.09,0.4386456806926389
3,0.009000000000000001,0.1,0.4348952832570164
3,0.01,0.01,0.3745057729078856
3,0.01,0.02,0.3783536603022772
3,0.01,0.03,0.43548383288306175
3,0.01,0.04,0.43548383288306186
3,0.01,0.05,0.45667991245760414
3,0.01,0.06,0.45025854799144877
3,0.01,0.07,0.45025854799144877
3,0.01,0.08,0.4386456806926389
3,0.01,0.09,0.4386456806926389
3,0.01,0.1,0.4348952832570164
4,0.001,0.01,0.39990446744593516
4,0.001,0.02,0.39990446744593516
4,0.001,0.03,0.39990446744593516
4,0.001,0.04,0.39990446744593516
4,0.001,0.05,0.39990446744593516
4,0.001,0.06,0.39990446744593516
4,0.001,0.07,0.39990446744593516
4,0.001,0.08,0.39990446744593516
4,0.001,0.09,0.39990446744593516
4,0.001,0.1,0.39990446744593516
4,0.002,0.01,0.39990446744593516
4,0.002,0.02,0.39990446744593516
4,0.002,0.03,0.39990446744593516
4,0.002,0.04,0.39990446744593516
4,0.002,0.05,0.39990446744593516
4,0.002,0.06,0.39990446744593516
4,0.002,0.07,0.39990446744593516
4,0.002,0.08,0.39990446744593516
4,0.002,0.09,0.39990446744593516
4,0.002,0.1,0.39990446744593516
4,0.003,0.01,0.39990446744593516
4,0.003,0.02,0.39990446744593516
4,0.003,0.03,0.39990446744593516
4,0.003,0.04,0.39990446744593516
4,0.003,0.05,0.39990446744593516
4,0.003,0.06,0.39990446744593516
4,0.003,0.07,0.39990446744593516
4,0.003,0.08,0.39990446744593516
4,0.003,0.09,0.39990446744593516
4,0.003,0.1,0.39990446744593516
4,0.004,0.01,0.39990446744593516
4,0.004,0.02,0.39990446744593516
4,0.004,0.03,0.39990446744593516
4,0.004,0.04,0.39990446744593516
4,0.004,0.05,0.39990446744593516
4,0.004,0.06,0.39990446744593516
4,0.004,0.07,0.39990446744593516
4,0.004,0.08,0.39990446744593516
4,0.004,0.09,0.39990446744593516
4,0.004,0.1,0.39990446744593516
4,0.005,0.01,0.39990446744593516
4,0.005,0.02,0.39990446744593516
4,0.005,0.03,0.39990446744593516
4,0.005,0.04,0.39990446744593516
4,0.005,0.05,0.39990446744593516
4,0.005,0.06,0.39990446744593516
4,0.005,0.07,0.39990446744593516
4,0.005,0.08,0.39990446744593516
4,0.005,0.09,0.39990446744593516
4,0.005,0.1,0.39990446744593516
4,0.006,0.01,0.39990446744593516
4,0.006,0.02,0.39990446744593516
4,0.006,0.03,0.39990446744593516
4,0.006,0.04,0.39990446744593516
4,0.006,0.05,0.39990446744593516
4,0.006,0.06,0.39990446744593516
4,0.006,0.07,0.39990446744593516
4,0.006,0.08,0.39990446744593516
4,0.006,0.09,0.39990446744593516
4,0.006,0.1,0.39990446744593516
4,0.007,0.01,0.39990446744593516
4,0.007,0.02,0.39990446744593516
4,0.007,0.03,0.39990446744593516
4,0.007,0.04,0.39990446744593516
4,0.007,0.05,0.39990446744593516
4,0.007,0.06,0.39990446744593516
4,0.007,0.07,0.39990446744593516
4,0.007,0.08,0.39990446744593516
4,0.007,0.09,0.39990446744593516
4,0.007,0.1,0.39990446744593516
4,0.008,0.01,0.39990446744593516
4,0.008,0.02,0.39990446744593516
4,0.008,0.03,0.39990446744593516
4,0.008,0.04,0.39990446744593516
4,0.008,0.05,0.39990446744593516
4,0.008,0.06,0.39990446744593516
4,0.008,0.07,0.39990446744593516
4,0.008,0.08,0.39990446744593516
4,0.008,0.09,0.39990446744593516
4,0.008,0.1,0.39990446744593516
4,0.009000000000000001,0.01,0.39990446744593516
4,0.009000000000000001,0.02,0.39990446744593516
4,0.009000000000000001,0.03,0.39990446744593516
4,0.009000000000000001,0.04,0.39990446744593516
4,0.009000000000000001,0.05,0.39990446744593516
4,0.009000000000000001,0.06,0.39990446744593516
4,0.009000000000000001,0.07,0.39990446744593516
4,0.009000000000000001,0.08,0.39990446744593516
4,0.009000000000000001,0.09,0.39990446744593516
4,0.009000000000000001,0.1,0.39990446744593516
4,0.01,0.01,0.39990446744593516
4,0.01,0.02,0.39990446744593516
4,0.01,0.03,0.39990446744593516
4,0.01,0.04,0.39990446744593516
4,0.01,0.05,0.39990446744593516
4,0.01,0.06,0.39990446744593516
4,0.01,0.07,0.39990446744593516
4,0.01,0.08,0.39990446744593516
4,0.01,0.09,0.39990446744593516
4,0.01,0.1,0.39990446744593516
5,0.001,0.01,0.43852742960838975
5,0.001,0.02,0.4290903612219502
5,0.001,0.03,0.4290903612219502
5,0.001,0.04,0.4290903612219502
5,0.001,0.05,0.4290903612219502
5,0.001,0.06,0.4290903612219502
5,0.001,0.07,0.4290903612219502
5,0.001,0.08,0.4290903612219502
5,0.001,0.09,0.4290903612219502
5,0.001,0.1,0.4290903612219502
5,0.002,0.01,0.43852742960838975
5,0.002,0.02,0.4290903612219502
5,0.002,0.03,0.4290903612219502
5,0.002,0.04,0.4290903612219502
5,0.002,0.05,0.4290903612219502
5,0.002,0.06,0.4290903612219502
5,0.002,0.07,0.4290903612219502
5,0.002,0.08,0.4290903612219502
5,0.002,0.09,0.4290903612219502
5,0.002,0.1,0.4290903612219502
5,0.003,0.01,0.43852742960838975
5,0.003,0.02,0.4290903612219502
5,0.003,0.03,0.4290903612219502
5,0.003,0.04,0.4290903612219502
5,0.003,0.05,0.4290903612219502
5,0.003,0.06,0.4290903612219502
5,0.003,0.07,0.4290903612219502
5,0.003,0.08,0.4290903612219502
5,0.003,0.09,0.4290903612219502
5,0.003,0.1,0.4290903612219502
5,0.004,0.01,0.43852742960838975
5,0.004,0.02,0.4290903612219502
5,0.004,0.03,0.4290903612219502
5,0.004,0.04,0.4290903612219502
5,0.004,0.05,0.4290903612219502
5,0.004,0.06,0.4290903612219502
5,0.004,0.07,0.4290903612219502
5,0.004,0.08,0.4290903612219502
5,0.004,0.09,0.4290903612219502
5,0.004,0.1,0.4290903612219502
5,0.005,0.01,0.43852742960838975
5,0.005,0.02,0.4290903612219502
5,0.005,0.03,0.4290903612219502
5,0.005,0.04,0.4290903612219502
5,0.005,0.05,0.4290903612219502
5,0.005,0.06,0.4290903612219502
5,0.005,0.07,0.4290903612219502
5,0.005,0.08,0.4290903612219502
5,0.005,0.09,0.4290903612219502
5,0.005,0.1,0.4290903612219502
5,0.006,0.01,0.43852742960838975
5,0.006,0.02,0.4290903612219502
5,0.006,0.03,0.4290903612219502
5,0.006,0.04,0.4290903612219502
5,0.006,0.05,0.4290903612219502
5,0.006,0.06,0.4290903612219502
5,0.006,0.07,0.4290903612219502
5,0.006,0.08,0.4290903612219502
5,0.006,0.09,0.4290903612219502
5,0.006,0.1,0.4290903612219502
5,0.007,0.01,0.43852742960838975
5,0.007,0.02,0.4290903612219502
5,0.007,0.03,0.4290903612219502
5,0.007,0.04,0.4290903612219502
5,0.007,0.05,0.4290903612219502
5,0.007,0.06,0.4290903612219502
5,0.007,0.07,0.4290903612219502
5,0.007,0.08,0.4290903612219502
5,0.007,0.09,0.4290903612219502
5,0.007,0.1,0.4290903612219502
5,0.008,0.01,0.43852742960838975
5,0.008,0.02,0.4290903612219502
5,0.008,0.03,0.4290903612219502
5,0.008,0.04,0.4290903612219502
5,0.008,0.05,0.4290903612219502
5,0.008,0.06,0.4290903612219502
5,0.008,0.07,0.4290903612219502
5,0.008,0.08,0.4290903612219502
5,0.008,0.09,0.4290903612219502
5,0.008,0.1,0.4290903612219502
5,0.009000000000000001,0.01,0.43852742960838975
5,0.009000000000000001,0.02,0.4290903612219502
5,0.009000000000000001,0.03,0.4290903612219502
5,0.009000000000000001,0.04,0.4290903612219502
5,0.009000000000000001,0.05,0.4290903612219502
5,0.009000000000000001,0.06,0.4290903612219502
5,0.009000000000000001,0.07,0.4290903612219502
5,0.009000000000000001,0.08,0.4290903612219502
5,0.009000000000000001,0.09,0.4290903612219502
5,0.009000000000000001,0.1,0.4290903612219502
5,0.01,0.01,0.43852742960838975
5,0.01,0.02,0.4290903612219502
5,0.01,0.03,0.4290903612219502
5,0.01,0.04,0.4290903612219502
5,0.01,0.05,0.4290903612219502
5,0.01,0.06,0.4290903612219502
5,0.01,0.07,0.4290903612219502
5,0.01,0.08,0.4290903612219502
5,0.01,0.09,0.4290903612219502
5,0.01,0.1,0.4290903612219502
6,0.001,0.01,0.31782627558474713
6,0.001,0.02,0.31782627558474713
6,0.001,0.03,0.31782627558474713
6,0.001,0.04,0.31782627558474713
6,0.001,0.05,0.31782627558474713
6,0.001,0.06,0.31782627558474713
6,0.001,0.07,0.3167536090677901
6,0.001,0.08,0.3167536090677901
6,0.001,0.09,0.3167536090677901
6,0.001,0.1,0.3199554399683745
6,0.002,0.01,0.31782627558474713
6,0.002,0.02,0.31782627558474713
6,0.002,0.03,0.31782627558474713
6,0.002,0.04,0.31782627558474713
6,0.002,0.05,0.31782627558474713
6,0.002,0.06,0.31782627558474713
6,0.002,0.07,0.3167536090677901
6,0.002,0.08,0.3167536090677901
6,0.002,0.09,0.3167536090677901
6,0.002,0.1,0.3199554399683745
6,0.003,0.01,0.31782627558474713
6,0.003,0.02,0.31782627558474713
6,0.003,0.03,0.31782627558474713
6,0.003,0.04,0.31782627558474713
6,0.003,0.05,0.31782627558474713
6,0.003,0.06,0.31782627558474713
6,0.003,0.07,0.3167536090677901
6,0.003,0.08,0.3167536090677901
6,0.003,0.09,0.3167536090677901
6,0.003,0.1,0.3199554399683745
6,0.004,0.01,0.31782627558474713
6,0.004,0.02,0.31782627558474713
6,0.004,0.03,0.31782627558474713
6,0.004,0.04,0.31782627558474713
6,0.004,0.05,0.31782627558474713
6,0.004,0.06,0.31782627558474713
6,0.004,0.07,0.3167536090677901
6,0.004,0.08,0.3167536090677901
6,0.004,0.09,0.3167536090677901
6,0.004,0.1,0.3199554399683745
6,0.005,0.01,0.31782627558474713
6,0.005,0.02,0.31782627558474713
6,0.005,0.03,0.31782627558474713
6,0.005,0.04,0.31782627558474713
6,0.005,0.05,0.31782627558474713
6,0.005,0.06,0.31782627558474713
6,0.005,0.07,0.3167536090677901
6,0.005,0.08,0.3167536090677901
6,0.005,0.09,0.3167536090677901
6,0.005,0.1,0.3199554399683745
6,0.006,0.01,0.31782627558474713
6,0.006,0.02,0.31782627558474713
6,0.006,0.03,0.31782627558474713
6,0.006,0.04,0.31782627558474713
6,0.006,0.05,0.31782627558474713
6,0.006,0.06,0.31782627558474713
6,0.006,0.07,0.3167536090677901
6,0.006,0.08,0.3167536090677901
6,0.006,0.09,0.3167536090677901
6,0.006,0.1,0.3199554399683745
6,0.007,0.01,0.31782627558474713
6,0.007,0.02,0.31782627558474713
6,0.007,0.03,0.31782627558474713
6,0.007,0.04,0.31782627558474713
6,0.007,0.05,0.31782627558474713
6,0.007,0.06,0.31782627558474713
6,0.007,0.07,0.3167536090677901
6,0.007,0.08,0.3167536090677901
6,0.007,0.09,0.3167536090677901
6,0.007,0.1,0.3199554399683745
6,0.008,0.01,0.31782627558474713
6,0.008,0.02,0.31782627558474713
6,0.008,0.03,0.31782627558474713
6,0.008,0.04,0.31782627558474713
6,0.008,0.05,0.31782627558474713
6,0.008,0.06,0.31782627558474713
6,0.008,0.07,0.3167536090677901
6,0.008,0.08,0.3167536090677901
6,0.008,0.09,0.3167536090677901
6,0.008,0.1,0.3199554399683745
6,0.009000000000000001,0.01,0.31782627558474713
6,0.009000000000000001,0.02,0.31782627558474713
6,0.009000000000000001,0.03,0.31782627558474713
6,0.009000000000000001,0.04,0.31782627558474713
6,0.009000000000000001,0.05,0.31782627558474713
6,0.009000000000000001,0.06,0.31782627558474713
6,0.009000000000000001,0.07,0.3167536090677901
6,0.009000000000000001,0.08,0.3167536090677901
6,0.009000000000000001,0.09,0.3167536090677901
6,0.009000000000000001,0.1,0.3199554399683745
6,0.01,0.01,0.31782627558474713
6,0.01,0.02,0.31782627558474713
6,0.01,0.03,0.31782627558474713
6,0.01,0.04,0.31782627558474713
6,0.01,0.05,0.31782627558474713
6,0.01,0.06,0.31782627558474713
6,0.01,0.07,0.3167536090677901
6,0.01,0.08,0.3167536090677901
6,0.01,0.09,0.3167536090677901
6,0.01,0.1,0.3199554399683745
7,0.001,0.01,0.4132824734734111
7,0.001,0.02,0.4132824734734111
7,0.001,0.03,0.4132824734734111
7,0.001,0.04,0.41897871864816655
7,0.001,0.05,0.415462331125853
7,0.001,0.06,0.415462331125853
7,0.001,0.07,0.415462331125853
7,0.001,0.08,0.41003997501795514
7,0.001,0.09,0.40649899550014074
7,0.001,0.1,0.40649899550014074
7,0.002,0.01,0.4132824734734111
7,0.002,0.02,0.4132824734734111
7,0.002,0.03,0.4132824734734111
7,0.002,0.04,0.41897871864816655
7,0.002,0.05,0.415462331125853
7,0.002,0.06,0.415462331125853
7,0.002,0.07,0.415462331125853
7,0.002,0.08,0.41003997501795514
7,0.002,0.09,0.40649899550014074
7,0.002,0.1,0.40649899550014074
7,0.003,0.01,0.4132824734734111
7,0.003,0.02,0.4132824734734111
7,0.003,0.03,0.4132824734734111
7,0.003,0.04,0.41897871864816655
7,0.003,0.05,0.415462331125853
7,0.003,0.06,0.415462331125853
7,0.003,0.07,0.415462331125853
7,0.003,0.08,0.41003997501795514
7,0.003,0.09,0.40649899550014074
7,0.003,0.1,0.40778778827237844
7,0.004,0.01,0.4132824734734111
7,0.004,0.02,0.4132824734734111
7,0.004,0.03,0.4132824734734111
7,0.004,0.04,0.41897871864816655
7,0.004,0.05,0.415462331125853
7,0.004,0.06,0.415462331125853
7,0.004,0.07,0.415462331125853
7,0.004,0.08,0.41003997501795514
7,0.004,0.09,0.40649899550014074
7,0.004,0.1,0.40778778827237844
7,0.005,0.01,0.4132824734734111
7,0.005,0.02,0.4132824734734111
7,0.005,0.03,0.4132824734734111
7,0.005,0.04,0.41897871864816655
7,0.005,0.05,0.415462331125853
7,0.005,0.06,0.415462331125853
7,0.005,0.07,0.415462331125853
7,0.005,0.08,0.41003997501795514
7,0.005,0.09,0.40649899550014074
7,0.005,0.1,0.40788312608762417
7,0.006,0.01,0.4132824734734111
7,0.006,0.02,0.4132824734734111
7,0.006,0.03,0.4132824734734111
7,0.006,0.04,0.41897871864816655
7,0.006,0.05,0.415462331125853
7,0.006,0.06,0.415462331125853
7,0.006,0.07,0.415462331125853
7,0.006,0.08,0.41003997501795514
7,0.006,0.09,0.40649899550014074
7,0.006,0.1,0.40788312608762417
7,0.007,0.01,0.4132824734734111
7,0.007,0.02,0.4132824734734111
7,0.007,0.03,0.4132824734734111
7,0.007,0.04,0.41897871864816655
7,0.007,0.05,0.415462331125853
7,0.007,0.06,0.415462331125853
7,0.007,0.07,0.415462331125853
7,0.007,0.08,0.41003997501795514
7,0.007,0.09,0.40649899550014074
7,0.007,0.1,0.40788312608762417
7,0.008,0.01,0.4132824734734111
7,0.008,0.02,0.4132824734734111
7,0.008,0.03,0.4132824734734111
7,0.008,0.04,0.41897871864816655
7,0.008,0.05,0.415462331125853
7,0.008,0.06,0.415462331125853
7,0.008,0.07,0.415462331125853
7,0.008,0.08,0.41003997501795514
7,0.008,0.09,0.40649899550014074
7,0.008,0.1,0.40788312608762417
7,0.009000000000000001,0.01,0.4132824734734111
7,0.009000000000000001,0.02,0.4132824734734111
7,0.009000000000000001,0.03,0.4132824734734111
7,0.009000000000000001,0.04,0.41897871864816655
7,0.009000000000000001,0.05,0.415462331125853
7,0.009000000000000001,0.06,0.415462331125853
7,0.009000000000000001,0.07,0.415462331125853
7,0.009000000000000001,0.08,0.41003997501795514
7,0.009000000000000001,0.09,0.40649899550014074
7,0.009000000000000001,0.1,0.40788312608762417
7,0.01,0.01,0.4132824734734111
7,0.01,0.02,0.4132824734734111
7,0.01,0.03,0.4132824734734111
7,0.01,0.04,0.41897871864816655
7,0.01,0.05,0.415462331125853
7,0.01,0.06,0.415462331125853
7,0.01,0.07,0.415462331125853
7,0.01,0.08,0.41003997501795514
7,0.01,0.09,0.40649899550014074
7,0.01,0.1,0.40788312608762417
8,0.001,0.01,0.353732790547808
8,0.001,0.02,0.3530267096557674
8,0.001,0.03,0.354168088607989
8,0.001,0.04,0.3507149341556912
8,0.001,0.05,0.3507149341556912
8,0.001,0.06,0.3507149341556912
8,0.001,0.07,0.3507149341556912
8,0.001,0.08,0.3507149341556912
8,0.001,0.09,0.3507149341556912
8,0.001,0.1,0.3507149341556912
8,0.002,0.01,0.353732790547808
8,0.002,0.02,0.3530267096557674
8,0.002,0.03,0.354168088607989
8,0.002,0.04,0.3507149341556912
8,0.002,0.05,0.3507149341556912
8,0.002,0.06,0.3507149341556912
8,0.002,0.07,0.3507149341556912
8,0.002,0.08,0.3507149341556912
8,0.002,0.09,0.3507149341556912
8,0.002,0.1,0.3507149341556912
8,0.003,0.01,0.353732790547808
8,0.003,0.02,0.3530267096557674
8,0.003,0.03,0.354168088607989
8,0.003,0.04,0.3507149341556912
8,0.003,0.05,0.3507149341556912
8,0.003,0.06,0.3507149341556912
8,0.003,0.07,0.3507149341556912
8,0.003,0.08,0.3507149341556912
8,0.003,0.09,0.3507149341556912
8,0.003,0.1,0.3507149341556912
8,0.004,0.01,0.353732790547808
8,0.004,0.02,0.3530267096557674
8,0.004,0.03,0.354168088607989
8,0.004,0.04,0.3507149341556912
8,0.004,0.05,0.3507149341556912
8,0.004,0.06,0.3507149341556912
8,0.004,0.07,0.3507149341556912
8,0.004,0.08,0.3507149341556912
8,0.004,0.09,0.3507149341556912
8,0.004,0.1,0.3507149341556912
8,0.005,0.01,0.353732790547808
8,0.005,0.02,0.3530267096557674
8,0.005,0.03,0.354168088607989
8,0.005,0.04,0.3507149341556912
8,0.005,0.05,0.3507149341556912
8,0.005,0.06,0.3507149341556912
8,0.005,0.07,0.3507149341556912
8,0.005,0.08,0.3507149341556912
8,0.005,0.09,0.3507149341556912
8,0.005,0.1,0.3507149341556912
8,0.006,0.01,0.353732790547808
8,0.006,0.02,0.3530267096557674
8,0.006,0.03,0.354168088607989
8,0.006,0.04,0.3507149341556912
8,0.006,0.05,0.3507149341556912
8,0.006,0.06,0.3507149341556912
8,0.006,0.07,0.3507149341556912
8,0.006,0.08,0.3507149341556912
8,0.006,0.09,0.3507149341556912
8,0.006,0.1,0.3507149341556912
8,0.007,0.01,0.353732790547808
8,0.007,0.02,0.3530267096557674
8,0.007,0.03,0.354168088607989
8,0.007,0.04,0.3507149341556912
8,0.007,0.05,0.3507149341556912
8,0.007,0.06,0.3507149341556912
8,0.007,0.07,0.3507149341556912
8,0.007,0.08,0.3507149341556912
8,0.007,0.09,0.3507149341556912
8,0.007,0.1,0.3507149341556912
8,0.008,0.01,0.35373279054780793
8,0.008,0.02,0.3530267096557674
8,0.008,0.03,0.3516153817980147
8,0.008,0.04,0.3507149341556912
8,0.008,0.05,0.3507149341556912
8,0.008,0.06,0.3507149341556912
8,0.008,0.07,0.3507149341556912
8,0.008,0.08,0.3507149341556912
8,0.008,0.09,0.3507149341556912
8,0.008,0.1,0.3507149341556912
8,0.009000000000000001,0.01,0.35373279054780793
8,0.009000000000000001,0.02,0.3530267096557674
8,0.009000000000000001,0.03,0.3516153817980147
8,0.009000000000000001,0.04,0.3507149341556912
8,0.009000000000000001,0.05,0.3507149341556912
8,0.009000000000000001,0.06,0.3507149341556912
8,0.009000000000000001,0.07,0.3507149341556912
8,0.009000000000000001,0.08,0.3507149341556912
8,0.009000000000000001,0.09,0.3507149341556912
8,0.009000000000000001,0.1,0.3507149341556912
8,0.01,0.01,0.35373279054780793
8,0.01,0.02,0.3530267096557674
8,0.01,0.03,0.3516153817980147
8,0.01,0.04,0.3507149341556912
8,0.01,0.05,0.3507149341556912
8,0.01,0.06,0.3507149341556912
8,0.01,0.07,0.3507149341556912
8,0.01,0.08,0.3507149341556912
8,0.01,0.09,0.3507149341556912
8,0.01,0.1,0.3507149341556912
9,0.001,0.01,0.35844244709448897
9,0.001,0.02,0.35398976559930445
9,0.001,0.03,0.34467930992781026
9,0.001,0.04,0.3446793099278102
9,0.001,0.05,0.3456662978602706
9,0.001,0.06,0.34419066700677203
9,0.001,0.07,0.33575498966583167
9,0.001,0.08,0.33575498966583167
9,0.001,0.09,0.33575498966583167
9,0.001,0.1,0.33575498966583167
9,0.002,0.01,0.35844244709448897
9,0.002,0.02,0.35398976559930445
9,0.002,0.03,0.3446793099278102
9,0.002,0.04,0.3446793099278102
9,0.002,0.05,0.3456662978602706
9,0.002,0.06,0.34419066700677203
9,0.002,0.07,0.33575498966583167
9,0.002,0.08,0.33575498966583167
